Date,Open,High,Low,Close,Volume
1546704000,154.170000,157.400000,120.200000,124.650000,424744476.896157
1547308800,124.650000,130.000000,112.100000,123.220000,259417276.804655
1547913600,123.240000,123.870000,111.550000,115.420000,196369410.932637
1548518400,115.400000,116.190000,101.030000,107.230000,160782066.338169
1549123200,107.220000,123.490000,101.370000,118.710000,149716000.378002
1549728000,118.700000,126.400000,115.790000,123.510000,210826838.430457
1550332800,123.510000,150.000000,122.510000,147.120000,517903973.467898
1550937600,147.140000,166.000000,126.660000,131.920000,516140112.718719
1551542400,131.970000,140.000000,122.440000,137.720000,336306331.935679
1552147200,137.560000,144.260000,126.000000,140.180000,291267211.824491
1552752000,140.200000,141.980000,132.440000,137.010000,220820571.118444
1553356800,137.020000,145.830000,132.000000,141.520000,265485451.768416
1553961600,141.510000,177.550000,139.280000,166.970000,711659779.864379
1554566400,167.000000,185.600000,155.110000,162.890000,699936607.762611
1555171200,162.890000,177.000000,156.210000,172.140000,344100333.681825
1555776000,172.130000,175.590000,150.280000,157.740000,429685615.723933
1556380800,157.730000,171.300000,152.100000,162.020000,367477615.274237
1556985600,162.010000,193.260000,159.300000,191.430000,715564643.916390
1557590400,191.400000,279.000000,182.780000,238.520000,2253480037.910215
1558195200,238.520000,264.000000,231.230000,250.960000,1287360945.344000
1558800000,250.970000,288.080000,240.000000,265.540000,1328559108.618664
1559404800,265.620000,273.000000,234.800000,245.970000,792287810.283365
1560009600,245.910000,265.930000,226.560000,264.590000,738686977.632922
1560614400,264.510000,314.390000,262.000000,307.290000,1077440774.378354
1561219200,307.290000,366.500000,280.000000,306.390000,2051606355.969540
1561824000,306.440000,324.680000,272.620000,294.990000,1237683543.888411
1562428800,294.990000,318.000000,260.000000,270.660000,1107876324.696420
1563033600,270.660000,271.770000,192.000000,229.710000,1303801843.177825
1563638400,229.670000,235.000000,201.490000,206.760000,719880453.602716
1564243200,206.760000,224.590000,199.000000,220.190000,483570836.978063
1564848000,220.190000,239.000000,202.440000,205.450000,652076008.914744
1565452800,205.420000,216.940000,174.800000,184.230000,687564904.392006
1566057600,184.230000,203.540000,181.010000,187.770000,712851276.504443
1566662400,187.800000,193.680000,163.600000,168.110000,425565257.197267
1567267200,168.110000,182.680000,165.100000,174.150000,414975714.637801
1567872000,174.140000,185.580000,173.290000,184.980000,512127844.708873
1568476800,185.000000,224.000000,184.470000,218.030000,754914593.816589
1569081600,218.030000,218.980000,143.390000,169.950000,971621183.693613
1569686400,169.990000,185.630000,164.260000,175.900000,657660398.044304
1570291200,175.870000,196.560000,167.800000,183.140000,662531492.741359
1570896000,183.110000,188.280000,168.660000,173.190000,461887978.319748
1571500800,173.210000,197.200000,153.000000,180.940000,873516554.577961
1572105600,180.940000,192.630000,173.880000,183.910000,664152177.145792
1572710400,183.920000,194.490000,179.000000,183.410000,527292352.700933
1573315200,183.410000,191.730000,177.720000,182.660000,411552333.317372
1573920000,182.660000,186.000000,138.000000,152.080000,622546585.862703
1574524800,152.100000,157.470000,131.460000,151.580000,583362897.564602
1575129600,151.550000,152.560000,143.200000,148.260000,311355415.288038
1575734400,148.260000,151.600000,139.210000,141.700000,229983618.772288
1576339200,141.740000,144.070000,116.100000,127.320000,445797847.050201
1576944000,127.330000,135.000000,122.580000,127.440000,281098797.760976
1577548800,127.420000,138.000000,125.920000,133.290000,314886185.576439
