Date,Open,High,Low,Close,Volume
1506787200,292.160000,311.500000,290.600000,309.580000,127413.581158
1509465600,305.530000,510.000000,240.000000,397.070000,227428335.357781
1512057600,397.920000,858.230000,394.990000,716.740000,1088852653.646125
1514736000,716.740000,1422.000000,716.420000,1105.500000,2534100595.327806
1517414400,1105.490000,1163.410000,568.000000,868.280000,1865742258.165128
1519833600,868.250000,879.400000,367.070000,402.520000,2202523810.879947
1522512000,402.500000,712.980000,358.000000,683.260000,2452151214.699285
1525104000,683.260000,841.590000,508.000000,576.410000,3466835437.762095
1527782400,576.460000,629.000000,405.440000,449.010000,2007541039.983297
1530374400,449.020000,514.790000,418.000000,430.350000,1787417004.863401
1533052800,430.350000,436.200000,250.200000,278.080000,2512879872.291284
1535731200,278.190000,302.000000,166.910000,233.370000,3054079507.047384
1538323200,233.380000,239.770000,188.880000,199.510000,1173784651.411278
1541001600,199.520000,224.840000,102.580000,113.790000,1601528857.282562
1543593600,113.860000,157.640000,81.930000,135.340000,2201771518.362712
1546272000,135.340000,159.170000,101.030000,106.550000,1526857346.598735
1548950400,106.530000,166.000000,101.370000,136.760000,1342068266.862347
1551369600,136.750000,145.830000,122.440000,141.050000,1235962398.706893
1554048000,141.060000,185.600000,139.500000,158.860000,2317272591.411472
1556640000,158.860000,288.080000,157.670000,257.590000,5628182535.397066
1559318400,257.600000,366.500000,226.560000,298.720000,5078668924.189713
1561910400,298.740000,318.000000,192.000000,216.910000,4380716607.177222
1564588800,216.870000,239.000000,163.600000,168.110000,2690923425.420297
1567267200,168.110000,224.000000,143.390000,178.880000,2935187267.581096
1569859200,178.880000,197.200000,153.000000,181.640000,2916122414.383012
1572537600,181.690000,194.490000,131.460000,151.580000,2266832425.167542
1575129600,151.550000,152.560000,116.100000,129.690000,1414606659.384195
1577808000,129.690000,187.000000,125.920000,180.000000,2373878151.861230
1580486400,180.030000,288.360000,177.560000,223.870000,6579608655.889289
1582992000,223.880000,251.800000,87.000000,132.740000,7317900713.273477
1585670400,132.750000,227.180000,128.730000,208.090000,5557566051.315479
1588262400,208.080000,247.110000,176.000000,233.760000,4649670857.961227
1590940800,233.740000,253.660000,216.320000,226.350000,4096408670.712655
1593532800,226.360000,347.580000,223.080000,344.400000,5340040697.437947
1596211200,344.400000,445.000000,326.000000,434.130000,11722897594.354809
1598889600,434.130000,488.770000,308.520000,357.420000,12150768910.337858
1601481600,357.420000,420.600000,333.360000,390.140000,7060911249.546701
1604160000,390.150000,441.520000,370.500000,429.590000,1486114205.095309
