Date,Open,High,Low,Close,Volume
1578153600,7319.560000,8475.000000,7270.880000,8100.000000,2747816059.508838
1578758400,8099.340000,9038.250000,7961.000000,8902.740000,2964898946.056706
1579363200,8902.730000,9198.960000,8239.000000,8336.630000,1752635147.758794
1579968000,8335.830000,9576.220000,8294.010000,9336.590000,1927236043.964223
1580572800,9337.120000,9880.000000,9100.000000,9829.370000,2066505440.896864
1581177600,9828.970000,10500.000000,9717.240000,9993.930000,2343842215.492420
1581782400,9993.930000,10250.000000,9320.000000,9630.640000,2241442264.456299
1582387200,9630.650000,9988.000000,8444.000000,8650.350000,2457535557.154349
1582992000,8650.640000,9170.000000,8418.000000,9113.750000,1779793732.312708
1583596800,9113.390000,9187.700000,3800.000000,5311.610000,5464375194.543946
1584201600,5310.690000,6912.430000,4450.000000,6212.120000,5101083602.473844
1584806400,6212.630000,6955.000000,5686.000000,6213.020000,3660323595.405691
1585411200,6213.010000,7225.000000,5860.000000,6731.290000,2795200488.298579
1586016000,6730.910000,7458.000000,6677.000000,6830.440000,2725234844.230527
1586620800,6830.450000,7267.000000,6480.000000,7242.760000,2358320931.675816
1587225600,7242.820000,7750.000000,6750.220000,7530.000000,1946148958.275425
1587830400,7530.000000,9456.000000,7480.000000,8938.080000,3474258423.112816
1588435200,8937.970000,10060.040000,8521.000000,9688.900000,3928207911.387162
1589040000,9689.220000,9940.980000,8150.000000,9378.080000,4247291722.078692
1589644800,9378.080000,9949.000000,8818.000000,9198.080000,3111532060.256238
1590249600,9198.080000,9620.000000,8649.000000,9538.770000,2369674250.571476
1590854400,9538.880000,10299.000000,9300.000000,9651.050000,2820605399.742330
1591459200,9651.050000,9980.940000,9101.000000,9437.430000,2344595459.402197
1592064000,9437.440000,9588.340000,8915.000000,9261.040000,2218062360.577150
1592668800,9260.910000,9785.000000,9011.000000,9132.400000,2083553264.394707
1593273600,9132.410000,9290.000000,8841.000000,9065.410000,1694467093.641466
1593878400,9065.420000,9470.000000,8909.000000,9225.500000,1761241353.385439
1594483200,9225.500000,9346.270000,9047.810000,9169.080000,1285503468.248702
1595088000,9169.080000,9660.000000,9100.160000,9593.340000,1653003801.636492
1595692800,9593.350000,11745.900000,9574.410000,11630.940000,4422327602.414491
1596297600,11630.940000,12106.540000,10508.000000,11735.190000,3459870297.520813
1596902400,11735.430000,12052.030000,11130.000000,11852.780000,2836010145.084969
1597507200,11852.770000,12448.390000,11380.000000,11582.300000,3010591970.065507
1598112000,11582.310000,11823.670000,11117.000000,11500.590000,2713192699.298783
1598716800,11500.580000,12051.990000,9900.000000,10275.270000,4513099748.572242
1599321600,10275.260000,10488.000000,9834.770000,10360.860000,2826026662.865131
1599926400,10360.850000,11180.000000,10212.360000,11089.650000,2055488475.370956
1600531200,11089.660000,11118.000000,10140.620000,10721.150000,1972403701.738382
1601136000,10721.160000,10954.970000,10376.790000,10543.800000,1631627627.379902
1601740800,10543.790000,11489.000000,10518.860000,11349.900000,1462167927.851859
1602345600,11349.900000,11724.000000,11185.000000,11336.850000,1999389891.575414
1602950400,11336.860000,13200.000000,11301.130000,13101.330000,2978897330.975862
1603555200,13101.320000,14099.940000,12768.480000,13854.390000,3505595287.793923
1604160000,13853.180000,14480.000000,13192.980000,14479.920000,2066284449.625335
