Time, Open, High, Low, Close, Volume
1594252800, 0.172250, 0.207000, 0.172250, 0.205720, 13020329.908357
1594339200, 0.205780, 0.249990, 0.199670, 0.248030, 19345697.795621
1594425600, 0.248030, 0.277850, 0.190000, 0.227330, 27594019.431812
1594512000, 0.227300, 0.228360, 0.204500, 0.214440, 9350485.912550
1594598400, 0.214450, 0.231230, 0.214430, 0.226230, 5973235.027248
1594684800, 0.226430, 0.231420, 0.215660, 0.229220, 4815593.736887
1594771200, 0.229200, 0.232000, 0.220040, 0.226750, 5410219.926553
1594857600, 0.226730, 0.227740, 0.185710, 0.207040, 14888107.919009
1594944000, 0.206940, 0.217510, 0.194280, 0.208140, 5700286.362108
1595030400, 0.208140, 0.212000, 0.203500, 0.208020, 2686856.203065
1595116800, 0.207990, 0.208650, 0.196690, 0.202770, 2989372.810011
1595203200, 0.202740, 0.206340, 0.199700, 0.200520, 2848957.257739
1595289600, 0.200780, 0.202440, 0.190000, 0.191620, 4649637.456872
1595376000, 0.190850, 0.192240, 0.172040, 0.186870, 8423054.141104
1595462400, 0.186870, 0.196500, 0.184280, 0.187970, 4260053.252559
1595548800, 0.187940, 0.189200, 0.177510, 0.181610, 3065961.155205
1595635200, 0.181670, 0.190000, 0.179230, 0.189170, 3350107.108782
1595721600, 0.189150, 0.189970, 0.181320, 0.182770, 2438703.514176
1595808000, 0.182750, 0.183600, 0.168060, 0.174000, 4389016.223677
1595894400, 0.174010, 0.174810, 0.152600, 0.156120, 6906637.553810
1595980800, 0.156120, 0.162980, 0.146690, 0.155460, 11323315.182111
1596067200, 0.155460, 0.167980, 0.153070, 0.161240, 6857363.655397
1596153600, 0.161190, 0.182740, 0.159800, 0.181000, 7167839.279453
1596240000, 0.181000, 0.182000, 0.168840, 0.178690, 6614382.033119
1596326400, 0.178630, 0.181900, 0.168570, 0.173100, 4596553.076010
1596412800, 0.173070, 0.175420, 0.165000, 0.168520, 2734770.209189
1596499200, 0.168490, 0.170110, 0.158570, 0.161190, 3517583.210975
1596585600, 0.161760, 0.164450, 0.158710, 0.162820, 3041487.316881
1596672000, 0.162310, 0.163120, 0.157150, 0.162160, 2657848.535334
1596758400, 0.162150, 0.162430, 0.150000, 0.158500, 3668887.781923
1596844800, 0.158570, 0.158570, 0.149000, 0.157170, 3346605.369922
1596931200, 0.157440, 0.166870, 0.153900, 0.161840, 6161015.359135
1597017600, 0.160330, 0.166190, 0.159090, 0.164710, 4063826.379688
1597104000, 0.164780, 0.165680, 0.153000, 0.156330, 4441713.482447
1597190400, 0.156320, 0.163500, 0.152200, 0.160490, 4584906.805238
1597276800, 0.160470, 0.161310, 0.153210, 0.158860, 4302460.635042
1597363200, 0.158820, 0.161650, 0.155000, 0.156030, 3561175.911493
1597449600, 0.155990, 0.159350, 0.155710, 0.156110, 2992812.992422
1597536000, 0.156100, 0.156890, 0.150000, 0.150010, 3811392.468966
1597622400, 0.150010, 0.155000, 0.149200, 0.153200, 3464834.415317
1597708800, 0.153190, 0.154290, 0.139900, 0.140310, 4805767.750729
1597795200, 0.140320, 0.141530, 0.131700, 0.133420, 5512137.805876
1597881600, 0.133430, 0.151670, 0.125110, 0.141620, 7604570.911653
1597968000, 0.141630, 0.141820, 0.127990, 0.129520, 4561603.505733
1598054400, 0.129520, 0.132140, 0.125850, 0.130840, 2925354.059865
1598140800, 0.130760, 0.136420, 0.127090, 0.132290, 3722992.389394
1598227200, 0.132260, 0.142850, 0.130760, 0.140420, 4773567.587295
1598313600, 0.140390, 0.140630, 0.128630, 0.131540, 4659251.687443
1598400000, 0.131550, 0.133300, 0.128000, 0.128940, 3575554.089730
1598486400, 0.128920, 0.129600, 0.120850, 0.124880, 5328472.174168
1598572800, 0.124870, 0.125020, 0.119010, 0.122570, 3367098.916105
1598659200, 0.122560, 0.122970, 0.116570, 0.117650, 3498523.420671
1598745600, 0.117680, 0.123750, 0.116770, 0.120240, 4100106.501263
1598832000, 0.120240, 0.120260, 0.101420, 0.107710, 5750844.342834
1598918400, 0.107720, 0.115100, 0.101420, 0.107550, 7811954.292747
1599004800, 0.107930, 0.130910, 0.100400, 0.108220, 11367657.804243
1599091200, 0.108200, 0.111000, 0.100000, 0.100000, 5282333.387664
1599177600, 0.100040, 0.107140, 0.097140, 0.100840, 5097724.478393
1599264000, 0.100850, 0.106120, 0.088260, 0.093630, 4692499.448752
1599350400, 0.093660, 0.099000, 0.090150, 0.095380, 3350118.431750
1599436800, 0.095390, 0.104000, 0.092860, 0.100060, 4092625.859096
1599523200, 0.100100, 0.106700, 0.097850, 0.103320, 3142837.406756
1599609600, 0.103310, 0.107000, 0.099930, 0.103080, 3708190.413889
1599696000, 0.103070, 0.121180, 0.103000, 0.116950, 6746078.046850
1599782400, 0.116360, 0.119170, 0.108420, 0.114650, 3552812.034920
1599868800, 0.114880, 0.117710, 0.111610, 0.114160, 2484154.648566
1599955200, 0.114150, 0.115710, 0.105600, 0.108540, 2941534.979156
1600041600, 0.108540, 0.108570, 0.100110, 0.104610, 3272546.194380
1600128000, 0.104640, 0.106070, 0.100300, 0.102150, 2070012.861129
1600214400, 0.102190, 0.105000, 0.100000, 0.104020, 1966709.230844
1600300800, 0.103990, 0.107860, 0.103020, 0.107000, 1732846.276552
1600387200, 0.107010, 0.117140, 0.105000, 0.110010, 4225278.614343
1600473600, 0.110110, 0.116200, 0.107300, 0.115180, 3471689.117156
1600560000, 0.115200, 0.115200, 0.109650, 0.109680, 2464527.262950
1600646400, 0.109670, 0.114100, 0.104000, 0.104550, 2967830.706727
1600732800, 0.104580, 0.108790, 0.104540, 0.107410, 1602523.789426
1600819200, 0.107420, 0.111370, 0.104290, 0.107160, 2253485.348693
1600905600, 0.107160, 0.109790, 0.104000, 0.108290, 2160628.408665
1600992000, 0.108300, 0.112360, 0.107930, 0.109730, 1750733.015891
1601078400, 0.109720, 0.111420, 0.104120, 0.107990, 2695478.736395
1601164800, 0.108010, 0.110340, 0.105540, 0.107340, 1818555.686123
1601251200, 0.107380, 0.108530, 0.105660, 0.107160, 1608573.816894
1601337600, 0.107150, 0.107150, 0.102850, 0.105880, 1948078.747704
1601424000, 0.105850, 0.108000, 0.104280, 0.106380, 1805414.492438
1601510400, 0.106380, 0.111380, 0.106350, 0.107470, 2169783.262226
1601596800, 0.107500, 0.109960, 0.102850, 0.103520, 2438626.927472
1601683200, 0.103270, 0.105000, 0.099110, 0.103840, 2214965.001781
1601769600, 0.103230, 0.106000, 0.101140, 0.103570, 1176355.813442
1601856000, 0.103540, 0.104010, 0.101410, 0.102630, 1055804.857559
1601942400, 0.102620, 0.104180, 0.101510, 0.102280, 1596421.643273
1602028800, 0.102250, 0.103570, 0.091130, 0.101440, 2292308.393451
1602115200, 0.101450, 0.101860, 0.096010, 0.099740, 1484022.835775
1602201600, 0.099750, 0.105000, 0.098110, 0.102780, 1700312.140406
1602288000, 0.102760, 0.107170, 0.101990, 0.106660, 2317856.016292
1602374400, 0.106670, 0.128380, 0.105520, 0.126460, 8347193.814559
1602460800, 0.126520, 0.141850, 0.123110, 0.136510, 11553579.974755
1602547200, 0.136380, 0.138570, 0.122630, 0.125760, 5903003.320280
1602633600, 0.125780, 0.134280, 0.123010, 0.133540, 3298657.671006
1602720000, 0.133510, 0.137140, 0.122850, 0.132090, 4846349.233646
1602806400, 0.132100, 0.136980, 0.124280, 0.128570, 3830227.576192
1602892800, 0.128570, 0.129500, 0.124600, 0.125060, 2080189.097464
1602979200, 0.125050, 0.125610, 0.118640, 0.118640, 2204168.467036
1603065600, 0.118650, 0.118670, 0.101420, 0.107350, 4808408.411019
1603152000, 0.107680, 0.109770, 0.105710, 0.107490, 2019988.948838
1603238400, 0.107470, 0.111000, 0.105730, 0.107810, 2283610.921957
1603324800, 0.107810, 0.109770, 0.104920, 0.107510, 1928080.108019
1603411200, 0.107480, 0.109950, 0.105030, 0.105245, 1805674.939121
1603497600, 0.105180, 0.108000, 0.102860, 0.104810, 2515453.026213
1603584000, 0.104810, 0.105860, 0.100290, 0.101710, 1991734.975723
1603670400, 0.101680, 0.105540, 0.101000, 0.101410, 2139716.508574
1603756800, 0.101430, 0.103880, 0.100000, 0.102100, 1888943.592364
1603843200, 0.102090, 0.102480, 0.096260, 0.099850, 3250154.499157
1603929600, 0.099760, 0.102360, 0.098580, 0.100780, 1750329.054071
1604016000, 0.100800, 0.103150, 0.099070, 0.101710, 1860155.909366
1604102400, 0.101710, 0.102340, 0.099570, 0.100272, 1468213.272695
1604188800, 0.100260, 0.101600, 0.098970, 0.100480, 1891730.844766
1604275200, 0.100470, 0.101310, 0.097000, 0.098770, 2032852.711030
1604361600, 0.098620, 0.101140, 0.097000, 0.100240, 1871000.463852
1604448000, 0.100150, 0.103300, 0.097240, 0.102060, 1723922.463333
1604534400, 0.102080, 0.111090, 0.100000, 0.109050, 3652096.488953
1604620800, 0.109020, 0.117140, 0.107400, 0.112430, 3670899.597519
1604707200, 0.112460, 0.114280, 0.105260, 0.109350, 3628202.673695
1604793600, 0.109340, 0.114270, 0.107280, 0.111910, 2353907.805067
1604880000, 0.111890, 0.113570, 0.108570, 0.110150, 2290666.325108
1604966400, 0.110140, 0.112560, 0.107470, 0.110280, 2121459.575181
1605052800, 0.110260, 0.112850, 0.109300, 0.112410, 1173287.764769
